"","DB_identifier","Sec_identifier","GeneSymbol","Transcript_DB_identifier","Transcript_length","Organism name","log_FC","num_assign","log10_FC"
"4157","FBgn0037772","CG12807","Spn85F","FBtr0082171",2299,"Drosophila melanogaster",0,1873,0
"4158","FBgn0041105","CG12809","nerfin-2","FBtr0082177",2454,"Drosophila melanogaster",0,1874,0
"4159","FBgn0041105","CG12809","nerfin-2","FBtr0330083",2454,"Drosophila melanogaster",0,1874,0
"4160","FBgn0037779","CG12811","CG12811","FBtr0082204",1002,"Drosophila melanogaster",0,1875,0
"4161","FBgn0037781","CG12812","Fancl","FBtr0082203",1248,"Drosophila melanogaster",0.0017350513707477,1876,0.000522302506613226
"4162","FBgn0037781","CG12812","Fancl","FBtr0344304",1245,"Drosophila melanogaster",-0.00173714053605778,1876,-0.000522931408037053
"4163","FBgn0037782","CG12813","Npc2d","FBtr0082202",661,"Drosophila melanogaster",0,1877,0
"4164","FBgn0037796","CG12814","CG12814","FBtr0110786",2507,"Drosophila melanogaster",0.169565379574186,1878,0.0510442654779788
"4165","FBgn0037796","CG12814","CG12814","FBtr0306090",1951,"Drosophila melanogaster",-0.192182838650726,1878,-0.0578527990857194
"4166","FBgn0037796","CG12814","CG12814","FBtr0337018",2492,"Drosophila melanogaster",0.160907451764249,1878,0.0484379695068942
"4167","FBgn0037796","CG12814","CG12814","FBtr0337019",1966,"Drosophila melanogaster",-0.181133294919173,1878,-0.054526554984121
"4168","FBgn0037798","CG12817","CG12817","FBtr0110952",1060,"Drosophila melanogaster",0,1879,0
"4169","FBgn0037809","CG12818","CG12818","FBtr0082230",1001,"Drosophila melanogaster",0,1880,0
"4170","FBgn0037810","CG12819","sle","FBtr0082231",4775,"Drosophila melanogaster",0.0150337457497862,1881,0.00452560841787175
"4171","FBgn0037810","CG12819","sle","FBtr0082232",4676,"Drosophila melanogaster",-0.0151920575290312,1881,-0.0045732650120911
"4172","FBgn0040780","CG12821","Atg10","FBtr0113331",1200,"Drosophila melanogaster",-0.178449073748851,1882,-0.0537185238968583
"4173","FBgn0040780","CG12821","Atg10","FBtr0340658",1516,"Drosophila melanogaster",0.15878627392636,1882,0.0477994313515517
"4174","FBgn0033229","CG12822","CG12822","FBtr0088841",1522,"Drosophila melanogaster",0.0258228744180791,1883,0.00777345977410571
"4175","FBgn0033229","CG12822","CG12822","FBtr0088842",1468,"Drosophila melanogaster",-0.0262935162422533,1883,-0.00791513708039648
"4176","FBgn0033222","CG12824","CG12824","FBtr0088830",692,"Drosophila melanogaster",0.127427418495916,1884,0.0383594752372978
"4177","FBgn0033222","CG12824","CG12824","FBtr0113050",575,"Drosophila melanogaster",-0.139782663309072,1884,-0.0420787745298297
"4178","FBgn0033221","CG12825","CG12825","FBtr0088829",585,"Drosophila melanogaster",0,1885,0
"4179","FBgn0033207","CG12826","CG12826","FBtr0088943",717,"Drosophila melanogaster",0,1886,0
"4180","FBgn0033145","CG12828","CG12828","FBtr0112770",448,"Drosophila melanogaster",0,1887,0
"4181","FBgn0033141","CG12831","CG12831","FBtr0300063",1051,"Drosophila melanogaster",-1.14608842751104,1888,-0.345006994364188
"4182","FBgn0033141","CG12831","CG12831","FBtr0345466",3601,"Drosophila melanogaster",0.630546502717062,1888,0.189813410978855
"4183","FBgn0033138","CG12832","Tsp42Eq","FBtr0089060",1077,"Drosophila melanogaster",0,1889,0
"4184","FBgn0033140","CG12836","CG12836","FBtr0347153",704,"Drosophila melanogaster",0,1890,0
"4185","FBgn0033139","CG12837","Tsp42Er","FBtr0089036",848,"Drosophila melanogaster",0,1891,0
"4186","FBgn0033136","CG12838","Tsp42Eo","FBtr0089035",889,"Drosophila melanogaster",0,1892,0
"4187","FBgn0033135","CG12839","Tsp42En","FBtr0089034",970,"Drosophila melanogaster",-0.243065989601197,1893,-0.0731701537957101
"4188","FBgn0033135","CG12839","Tsp42En","FBtr0329936",1326,"Drosophila melanogaster",0.2079581334369,1893,0.0626016360067996
"4189","FBgn0033134","CG12840","Tsp42El","FBtr0089032",1062,"Drosophila melanogaster",0,1894,0
"4190","FBgn0033133","CG12841","Tsp42Ek","FBtr0089031",949,"Drosophila melanogaster",-0.181198085535513,1895,-0.0545460589030777
"4191","FBgn0033133","CG12841","Tsp42Ek","FBtr0305678",1203,"Drosophila melanogaster",0.160958564619452,1895,0.0484533560094742
"4192","FBgn0033130","CG12843","Tsp42Ei","FBtr0089028",1304,"Drosophila melanogaster",0.0936995844123469,1896,0.0282063854893662
"4193","FBgn0033130","CG12843","Tsp42Ei","FBtr0336872",1140,"Drosophila melanogaster",-0.100210460766625,1896,-0.0301663545700626
"4194","FBgn0033129","CG12844","Tsp42Eh","FBtr0089026",1010,"Drosophila melanogaster",0,1897,0
"4195","FBgn0033127","CG12845","Tsp42Ef","FBtr0089023",1347,"Drosophila melanogaster",0,1898,0
"4196","FBgn0029507","CG12846","Tsp42Ed","FBtr0086181",886,"Drosophila melanogaster",-0.268181572269407,1899,-0.0807306975374189
"4197","FBgn0029507","CG12846","Tsp42Ed","FBtr0345536",1248,"Drosophila melanogaster",0.226057758037824,1899,0.0680501659219357
"4198","FBgn0033124","CG12847","Tsp42Ec","FBtr0086179",1025,"Drosophila melanogaster",0,1900,0
"4199","FBgn0040666","CG12848","CG12848","FBtr0072437",469,"Drosophila melanogaster",-0.013776502953009,1901,-0.00414714062420884
"4200","FBgn0040666","CG12848","CG12848","FBtr0310371",478,"Drosophila melanogaster",0.013646192512363,1901,0.00410791327282656
"4201","FBgn0035068","CG12849","CG12849","FBtr0072376",519,"Drosophila melanogaster",0,1902,0
"4202","FBgn0035086","CG12851","CG12851","FBtr0300763",5254,"Drosophila melanogaster",-0.163381046121199,1903,-0.049182595605441
"4203","FBgn0035086","CG12851","CG12851","FBtr0343503",5948,"Drosophila melanogaster",0.0156074007975882,1903,0.00469829579442438
"4204","FBgn0035086","CG12851","CG12851","FBtr0345514",6450,"Drosophila melanogaster",0.132501913943148,1903,0.0398870505797753
"4205","FBgn0040747","CG12853","CG12853","FBtr0087406",329,"Drosophila melanogaster",0,1904,0
"4206","FBgn0033973","CG12855","HPS1","FBtr0087449",2074,"Drosophila melanogaster",0,1905,0
"4207","FBgn0033963","CG12857","CG12857","FBtr0087469",1584,"Drosophila melanogaster",0.00593233020969919,1906,0.00178580933730288
"4208","FBgn0033963","CG12857","CG12857","FBtr0329881",1571,"Drosophila melanogaster",-0.00595682457571556,1906,-0.00179318287619834
"4209","FBgn0033958","CG12858","jef","FBtr0087476",3415,"Drosophila melanogaster",-0.198415918502224,1907,-0.0597291430863893
"4210","FBgn0033958","CG12858","jef","FBtr0309056",4422,"Drosophila melanogaster",0.174397528136549,1907,0.0524988871387544
"4211","FBgn0033961","CG12859","ND-B15","FBtr0087440",477,"Drosophila melanogaster",0,1908,0
"4212","FBgn0033954","CG12860","CG12860","FBtr0087480",1177,"Drosophila melanogaster",0,1909,0
"4213","FBgn0033953","CG12861","CG12861","FBtr0087481",1111,"Drosophila melanogaster",0,1910,0
"4214","FBgn0033950","CG12862","CG12862","FBtr0087484",324,"Drosophila melanogaster",0,1911,0
"4215","FBgn0033948","CG12863","CG12863","FBtr0087500",1417,"Drosophila melanogaster",0,1912,0
"4216","FBgn0026427","CG12864","Su(var)2-HP2","FBtr0087501",10289,"Drosophila melanogaster",0.389786969605323,1913,0.117337569770167
"4217","FBgn0026427","CG12864","Su(var)2-HP2","FBtr0087502",5417,"Drosophila melanogaster",-0.535749806292202,1913,-0.16127676186512
"4218","FBgn0033955","CG12866","CG12866","FBtr0300764",2806,"Drosophila melanogaster",-0.00205512148838949,1914,-0.000618653212738796
"4219","FBgn0033955","CG12866","CG12866","FBtr0300765",2809,"Drosophila melanogaster",-0.000513505981890816,1914,-0.000154580703501939
"4220","FBgn0033955","CG12866","CG12866","FBtr0339981",2815,"Drosophila melanogaster",0.00256479185930303,1914,0.000772079282285176
"4221","FBgn0033955","CG12866","CG12866","FBtr0339982",2810,"Drosophila melanogaster",0,1914,0
"4222","FBgn0033945","CG12868","CG12868","FBtr0301735",688,"Drosophila melanogaster",0,1915,0
"4223","FBgn0033943","CG12869","CG12869","FBtr0087496",2857,"Drosophila melanogaster",-0.0709422826619175,1916,-0.02135575504211
"4224","FBgn0033943","CG12869","CG12869","FBtr0339977",3312,"Drosophila melanogaster",0.142259353901037,1916,0.0428243326879896
"4225","FBgn0033943","CG12869","CG12869","FBtr0339978",2834,"Drosophila melanogaster",-0.0826035606802709,1916,-0.0248661495134113
"4226","FBgn0037506","CG1287","CG1287","FBtr0081554",1426,"Drosophila melanogaster",0,1917,0
"4227","FBgn0086346","CG12876","ALiX","FBtr0085241",2892,"Drosophila melanogaster",0,1918,0
"4228","FBgn0039544","CG12877","CG12877","FBtr0100446",3250,"Drosophila melanogaster",0,1919,0
"4229","FBgn0045862","CG12878","btz","FBtr0085220",2742,"Drosophila melanogaster",-0.0611648554082187,1920,-0.0184124561583245
"4230","FBgn0045862","CG12878","btz","FBtr0085221",3021,"Drosophila melanogaster",0.078632757540495,1920,0.0236708186614623
"4231","FBgn0045862","CG12878","btz","FBtr0330084",2671,"Drosophila melanogaster",-0.0990134505523343,1920,-0.0298060185904454
"4232","FBgn0045862","CG12878","btz","FBtr0330085",3009,"Drosophila melanogaster",0.0728906801458926,1920,0.0219422811282621
"4233","FBgn0250845","CG1288","CG1288","FBtr0081604",1725,"Drosophila melanogaster",0.393180161419261,1921,0.118359022287204
"4234","FBgn0250845","CG1288","CG1288","FBtr0334889",902,"Drosophila melanogaster",-0.542216861878252,1921,-0.163223539580148
"4235","FBgn0046258","CG12880","CG12880","FBtr0085217",1894,"Drosophila melanogaster",0,1922,0
"4236","FBgn0039538","CG12883","CG12883","FBtr0085216",976,"Drosophila melanogaster",0,1923,0
"4237","FBgn0039523","CG12885","CG12885","FBtr0085185",3015,"Drosophila melanogaster",-0.00262938444911143,1924,-0.000791523589315446
"4238","FBgn0039523","CG12885","CG12885","FBtr0321256",3026,"Drosophila melanogaster",0.00262460098017847,1924,0.000790083621682314
"4239","FBgn0261862","CG12891","whd","FBtr0088307",2882,"Drosophila melanogaster",-0.0062438210541309,1925,-0.00187957742485168
"4240","FBgn0261862","CG12891","whd","FBtr0088308",2901,"Drosophila melanogaster",0.00323613896911823,1925,0.000974174899841973
"4241","FBgn0261862","CG12891","whd","FBtr0301281",2888,"Drosophila melanogaster",-0.00324341434170883,1925,-0.000976365005220803
"4242","FBgn0261862","CG12891","whd","FBtr0301282",2907,"Drosophila melanogaster",0.00621691490735721,1925,0.00187147786760544
"4243","FBgn0033526","CG12892","Caf1-105","FBtr0088310",2481,"Drosophila melanogaster",0,1926,0
"4244","FBgn0033523","CG12895","CG12895","FBtr0088314",593,"Drosophila melanogaster",-0.0873197238412757,1927,-0.0262858560893191
"4245","FBgn0033523","CG12895","CG12895","FBtr0330615",667,"Drosophila melanogaster",0.0823349327973055,1927,0.0247852844629675
"4246","FBgn0033521","CG12896","CG12896","FBtr0088315",848,"Drosophila melanogaster",0,1928,0
"4247","FBgn0033516","CG12898","CG12898","FBtr0088321",471,"Drosophila melanogaster",0,1929,0
"4248","FBgn0033515","CG12900","Ir47a","FBtr0088323",2982,"Drosophila melanogaster",0,1930,0
"4249","FBgn0033512","CG12902","CG12902","FBtr0088356",1047,"Drosophila melanogaster",0.268833360116409,1931,0.080926905230176
"4250","FBgn0033512","CG12902","CG12902","FBtr0088357",896,"Drosophila melanogaster",0.0441425552432033,1931,0.013288233213459
"4251","FBgn0033512","CG12902","CG12902","FBtr0305905",664,"Drosophila melanogaster",-0.388172935467475,1931,-0.116851697080649
"4252","FBgn0033508","CG12905","Obp46a","FBtr0088359",597,"Drosophila melanogaster",0,1932,0
"4253","FBgn0041242","CG12906","Gr47a","FBtr0303149",1206,"Drosophila melanogaster",0,1933,0
"4254","FBgn0026403","CG12908","Ndg","FBtr0088349",4612,"Drosophila melanogaster",-0.0315592455983964,1934,-0.00950027956564359
"4255","FBgn0026403","CG12908","Ndg","FBtr0339459",4816,"Drosophila melanogaster",0.0308836335095339,1934,0.00929690006146311
"4256","FBgn0033507","CG12909","CG12909","FBtr0088348",1031,"Drosophila melanogaster",0,1935,0
"4257","FBgn0035401","CG1291","CG1291","FBtr0073023",1477,"Drosophila melanogaster",0,1936,0
"4258","FBgn0033502","CG12910","CG12910","FBtr0088337",1702,"Drosophila melanogaster",-0.207053522716881,1937,-0.062329321045675
"4259","FBgn0033502","CG12910","CG12910","FBtr0310141",1705,"Drosophila melanogaster",-0.20451282049131,1937,-0.0615644934657276
"4260","FBgn0033502","CG12910","CG12910","FBtr0310142",2487,"Drosophila melanogaster",0.340121947814062,1937,0.102386908475692
"4261","FBgn0033501","CG12911","CG12911","FBtr0088336",1597,"Drosophila melanogaster",0.127749970800293,1938,0.0384565731560862
"4262","FBgn0033501","CG12911","CG12911","FBtr0289962",1639,"Drosophila melanogaster",0.165201512488519,1938,0.0497306105881021
"4263","FBgn0033501","CG12911","CG12911","FBtr0339451",1571,"Drosophila melanogaster",0.104068838683256,1938,0.0313278420575767
"4264","FBgn0033501","CG12911","CG12911","FBtr0339452",1613,"Drosophila melanogaster",0.142132096544703,1938,0.0427860244065648
"4265","FBgn0033501","CG12911","CG12911","FBtr0339453",1154,"Drosophila melanogaster",-0.340971117965458,1938,-0.102642534162684
"4266","FBgn0033501","CG12911","CG12911","FBtr0339454",1196,"Drosophila melanogaster",-0.289396952412835,1938,-0.0871171633300047
"4267","FBgn0033497","CG12912","CG12912","FBtr0088365",1142,"Drosophila melanogaster",-1.73595459549772,1939,-0.522574404355547
"4268","FBgn0033497","CG12912","CG12912","FBtr0339429",6466,"Drosophila melanogaster",0.765356261265522,1939,0.230395192010161
"4269","FBgn0033500","CG12913","CG12913","FBtr0088335",2002,"Drosophila melanogaster",-0.176475818021938,1940,-0.0531245147339408
"4270","FBgn0033500","CG12913","CG12913","FBtr0339450",2523,"Drosophila melanogaster",0.157222414118369,1940,0.047328662640334
"4271","FBgn0033499","CG12914","CG12914","FBtr0088334",1253,"Drosophila melanogaster",0.00653935680223228,1941,0.00196854254982126
"4272","FBgn0033499","CG12914","CG12914","FBtr0339448",1238,"Drosophila melanogaster",-0.0108357433053641,1941,-0.00326188376022918
"4273","FBgn0033499","CG12914","CG12914","FBtr0339449",1251,"Drosophila melanogaster",0.00423473164619281,1941,0.00127478124909164
"4274","FBgn0033490","CG12917","CG12917","FBtr0290287",1490,"Drosophila melanogaster",0,1942,0
"4275","FBgn0263260","CG12918","sel","FBtr0088433",1012,"Drosophila melanogaster",0,1943,0
"4276","FBgn0033483","CG12919","egr","FBtr0088405",2166,"Drosophila melanogaster",0.0060070664478733,1944,0.00180830718675651
"4277","FBgn0033483","CG12919","egr","FBtr0088406",2148,"Drosophila melanogaster",-0.00603218317504073,1944,-0.00181586807502709
"4278","FBgn0033481","CG12920","CG12920","FBtr0088404",1307,"Drosophila melanogaster",0,1945,0
"4279","FBgn0033480","CG12921","mRpL42","FBtr0088403",593,"Drosophila melanogaster",0.171598573520287,1946,0.0516563178427574
"4280","FBgn0033480","CG12921","mRpL42","FBtr0304041",460,"Drosophila melanogaster",-0.194799670081341,1946,-0.0586405438399313
"4281","FBgn0033461","CG12923","CG12923","FBtr0088379",1234,"Drosophila melanogaster",-0.315835821571739,1947,-0.0950760559982702
"4282","FBgn0033461","CG12923","CG12923","FBtr0331953",1838,"Drosophila melanogaster",0.258958550567879,1947,0.0779542913545996
"4283","FBgn0033450","CG12924","Lsm11","FBtr0088485",1067,"Drosophila melanogaster",0,1948,0
"4284","FBgn0033437","CG12926","CG12926","FBtr0088502",1347,"Drosophila melanogaster",0,1949,0
"4285","FBgn0033429","CG12929","CG12929","FBtr0088541",493,"Drosophila melanogaster",-0.0824621601919731,1950,-0.0248235837250319
"4286","FBgn0033429","CG12929","CG12929","FBtr0113060",551,"Drosophila melanogaster",0.0780025120012731,1950,0.0234810958495228
"4287","FBgn0033422","CG12931","Or45b","FBtr0088519",1191,"Drosophila melanogaster",0,1951,0
"4288","FBgn0033541","CG12934","CG12934","FBtr0088213",858,"Drosophila melanogaster",-0.0697486284067317,1952,-0.0209964293068468
"4289","FBgn0033541","CG12934","CG12934","FBtr0339462",943,"Drosophila melanogaster",0.0665314947688191,1952,0.0200279755817765
"4290","FBgn0033547","CG12935","CG12935","FBtr0088221",1200,"Drosophila melanogaster",0.180331816503545,1953,0.0542852859401397
"4291","FBgn0033547","CG12935","CG12935","FBtr0332886",918,"Drosophila melanogaster",-0.206136530578529,1953,-0.0620532789062427
"4292","FBgn0033549","CG12936","mms4","FBtr0088222",1138,"Drosophila melanogaster",0,1954,0
"4293","FBgn0033554","CG12938","Lsm10","FBtr0088248",543,"Drosophila melanogaster",0,1955,0
"4294","FBgn0033569","CG12942","CG12942","FBtr0088236",2481,"Drosophila melanogaster",0,1956,0
"4295","FBgn0033572","CG12943","polyph","FBtr0088198",1546,"Drosophila melanogaster",0.0206774164315267,1957,0.0062245225787243
"4296","FBgn0033572","CG12943","polyph","FBtr0339474",1502,"Drosophila melanogaster",-0.0209780899790495,1957,-0.00631503433543212
"4297","FBgn0033573","CG12944","Obp47a","FBtr0088199",498,"Drosophila melanogaster",0.0218926058488425,1958,0.00659033104375029
"4298","FBgn0033573","CG12944","Obp47a","FBtr0088200",483,"Drosophila melanogaster",-0.0222299473834653,1958,-0.00669188096445517
"4299","FBgn0037755","CG12945","CG12945","FBtr0113214",2059,"Drosophila melanogaster",-0.218282604648754,1959,-0.0657096115309366
"4300","FBgn0037755","CG12945","CG12945","FBtr0334685",2032,"Drosophila melanogaster",-0.237326032508843,1959,-0.0714422545370863
"4301","FBgn0037755","CG12945","CG12945","FBtr0347361",3095,"Drosophila melanogaster",0.369712974820619,1959,0.111294695207169
"4302","FBgn0037750","CG12946","Whamy","FBtr0082159",1841,"Drosophila melanogaster",-0.119943116916152,1960,-0.0361064759651937
"4303","FBgn0037750","CG12946","Whamy","FBtr0110789",2175,"Drosophila melanogaster",0.120582657357394,1960,0.036298996821448
"4304","FBgn0037750","CG12946","Whamy","FBtr0334687",1832,"Drosophila melanogaster",-0.127013240169115,1960,-0.0382347951373765
"4305","FBgn0037750","CG12946","Whamy","FBtr0334688",2073,"Drosophila melanogaster",0.0512873728433565,1960,0.0154390376246525
"4306","FBgn0037750","CG12946","Whamy","FBtr0334689",2082,"Drosophila melanogaster",0.0575373250333584,1960,0.0173204607053092
"4307","FBgn0037753","CG12947","CG12947","FBtr0113213",1695,"Drosophila melanogaster",0,1961,0
"4308","FBgn0037739","CG12948","CG12948","FBtr0082167",1281,"Drosophila melanogaster",-0.128156351490682,1962,-0.038578905933552
"4309","FBgn0037739","CG12948","CG12948","FBtr0345176",1519,"Drosophila melanogaster",0.117695042669755,1962,0.0354297381845483
"4310","FBgn0037736","CG12950","CG12950","FBtr0082170",3598,"Drosophila melanogaster",-0.157665711015182,1963,-0.0474621083032591
"4311","FBgn0037736","CG12950","CG12950","FBtr0331695",4429,"Drosophila melanogaster",0.142120099618651,1963,0.0427824129719672
"4312","FBgn0037677","CG12951","CG12951","FBtr0082058",857,"Drosophila melanogaster",0,1964,0
"4313","FBgn0037672","CG12952","sage","FBtr0081982",1105,"Drosophila melanogaster",-0.196800707433708,1965,-0.0592429161054375
"4314","FBgn0037672","CG12952","sage","FBtr0346321",1428,"Drosophila melanogaster",0.173148902316598,1965,0.0521230133135888
"4315","FBgn0034001","CG12954","mRpL41","FBtr0087400",594,"Drosophila melanogaster",0,1966,0
"4316","FBgn0034023","CG12960","Ir52a","FBtr0273302",1800,"Drosophila melanogaster",0,1967,0
"4317","FBgn0034031","CG12963","CG12963","FBtr0087337",795,"Drosophila melanogaster",-0.130060540564372,1968,-0.0391521239621482
"4318","FBgn0034031","CG12963","CG12963","FBtr0113082",785,"Drosophila melanogaster",-0.148322746957101,1968,-0.0446495958733659
"4319","FBgn0034031","CG12963","CG12963","FBtr0113083",814,"Drosophila melanogaster",-0.0959866064698431,1968,-0.0288948477294175
"4320","FBgn0034031","CG12963","CG12963","FBtr0300777",1108,"Drosophila melanogaster",0.348870575313098,1968,0.105020507773792
"4321","FBgn0034031","CG12963","CG12963","FBtr0306568",1136,"Drosophila melanogaster",0.384875528768591,1968,0.115859078756381
"4322","FBgn0034031","CG12963","CG12963","FBtr0306569",971,"Drosophila melanogaster",0.158455894683101,1968,0.047699977289386
"4323","FBgn0034031","CG12963","CG12963","FBtr0306570",867,"Drosophila melanogaster",-0.0049834075142563,1968,-0.00150015514240831
"4324","FBgn0034031","CG12963","CG12963","FBtr0306571",777,"Drosophila melanogaster",-0.16310080232838,1968,-0.0490982338177046
"4325","FBgn0034031","CG12963","CG12963","FBtr0306572",782,"Drosophila melanogaster",-0.153846793428738,1968,-0.0463124995587707
"4326","FBgn0034031","CG12963","CG12963","FBtr0306573",874,"Drosophila melanogaster",0.00661787876450859,1968,0.00199218001578449
"4327","FBgn0034031","CG12963","CG12963","FBtr0331963",771,"Drosophila melanogaster",-0.174284540821056,1968,-0.0524648745676619
"4328","FBgn0034031","CG12963","CG12963","FBtr0331964",809,"Drosophila melanogaster",-0.104875698306113,1968,-0.0315707310063464
"4329","FBgn0034031","CG12963","CG12963","FBtr0331965",821,"Drosophila melanogaster",-0.0836331789582854,1968,-0.025176095499178
"4330","FBgn0034022","CG12964","CG12964","FBtr0273307",3857,"Drosophila melanogaster",-0.015810005248051,1969,-0.00475928581126839
"4331","FBgn0034022","CG12964","CG12964","FBtr0340002",3942,"Drosophila melanogaster",0.0156386251666731,1969,0.00470769526611425
"4332","FBgn0034047","CG12970","CG12970","FBtr0308816",1137,"Drosophila melanogaster",0,1970,0
"4333","FBgn0037078","CG12971","CG12971","FBtr0306795",875,"Drosophila melanogaster",-0.0754837337096479,1971,-0.0227228680313161
"4334","FBgn0037078","CG12971","CG12971","FBtr0331796",969,"Drosophila melanogaster",0.0717299149857418,1971,0.0215928559971359
"4335","FBgn0037076","CG12972","ebd2","FBtr0078403",1606,"Drosophila melanogaster",-0.0934742990018602,1972,-0.0281385678232238
"4336","FBgn0037076","CG12972","ebd2","FBtr0305306",1821,"Drosophila melanogaster",0.0877847304576633,1972,0.0264258370290342
"4337","FBgn0037065","CG12974","CG12974","FBtr0078410",1442,"Drosophila melanogaster",-0.250978388258723,1973,-0.0755520231292763
"4338","FBgn0037065","CG12974","CG12974","FBtr0078411",1606,"Drosophila melanogaster",-0.0955776599822311,1973,-0.0287717425700245
"4339","FBgn0037065","CG12974","CG12974","FBtr0332860",1972,"Drosophila melanogaster",0.200609998878367,1973,0.0603896270925057
"4340","FBgn0037065","CG12974","CG12974","FBtr0345804",1844,"Drosophila melanogaster",0.103789102929793,1973,0.031243633204924
"4341","FBgn0037061","CG12975","CG12975","FBtr0078309",627,"Drosophila melanogaster",0,1974,0
"4342","FBgn0033032","CG1298","kune","FBtr0086037",1060,"Drosophila melanogaster",0,1975,0
"4343","FBgn0037040","CG12983","CG12983","FBtr0114616",3371,"Drosophila melanogaster",-0.0736667243268414,1976,-0.0221758937046888
"4344","FBgn0037040","CG12983","CG12983","FBtr0114617",3696,"Drosophila melanogaster",0.0591214051050066,1976,0.0177973163224086
"4345","FBgn0037040","CG12983","CG12983","FBtr0114618",3561,"Drosophila melanogaster",0.00543908405201066,1976,0.00163732744859324
"4346","FBgn0037040","CG12983","CG12983","FBtr0308681",3479,"Drosophila melanogaster",-0.0281706726911608,1976,-0.00848021747807159
"4347","FBgn0037040","CG12983","CG12983","FBtr0333285",3631,"Drosophila melanogaster",0.0335235784891559,1976,0.0100916026872317
"4348","FBgn0037042","CG12984","CG12984","FBtr0078286",824,"Drosophila melanogaster",0.404570500227775,1977,0.121787855929342
"4349","FBgn0037042","CG12984","CG12984","FBtr0344990",421,"Drosophila melanogaster",-0.564253603889048,1977,-0.169857259932106
"4350","FBgn0030881","CG12985","CG12985","FBtr0074494",1357,"Drosophila melanogaster",0,1978,0
"4351","FBgn0030868","CG12986","CG12986","FBtr0074474",531,"Drosophila melanogaster",0,1979,0
"4352","FBgn0035501","CG1299","CG1299","FBtr0073215",1956,"Drosophila melanogaster",0.0784328277590376,1980,0.0236106338002169
"4353","FBgn0035501","CG1299","CG1299","FBtr0332658",1749,"Drosophila melanogaster",-0.0829432532715426,1980,-0.0249684071726892
"4354","FBgn0030859","CG12990","CG12990","FBtr0074479",2330,"Drosophila melanogaster",0,1981,0
"4355","FBgn0030847","CG12991","CG12991","FBtr0074448",2360,"Drosophila melanogaster",-0.119234237878828,1982,-0.0358930821116621
"4356","FBgn0030847","CG12991","CG12991","FBtr0074449",2255,"Drosophila melanogaster",-0.184893663985289,1982,-0.0556585388677893
"4357","FBgn0030847","CG12991","CG12991","FBtr0335248",2707,"Drosophila melanogaster",0.0786737900869312,1982,0.0236831706887375
"4358","FBgn0030847","CG12991","CG12991","FBtr0335249",2713,"Drosophila melanogaster",0.0818679501538337,1982,0.0246447086798272
"4359","FBgn0030847","CG12991","CG12991","FBtr0335250",2734,"Drosophila melanogaster",0.0929921454780267,1982,0.0279934251500347
"4360","FBgn0030847","CG12991","CG12991","FBtr0335251",2611,"Drosophila melanogaster",0.0265813601848102,1982,0.00800178674117547
"4361","FBgn0030846","CG12992","CG12992","FBtr0300778",1372,"Drosophila melanogaster",-0.323609557829322,1983,-0.0974161837901835
"4362","FBgn0030846","CG12992","CG12992","FBtr0335252",1818,"Drosophila melanogaster",0.0824621601919731,1983,0.0248235837250323
"4363","FBgn0030846","CG12992","CG12992","FBtr0335253",1812,"Drosophila melanogaster",0.0776929160441,1983,0.0233878981798781
"4364","FBgn0030846","CG12992","CG12992","FBtr0335254",1866,"Drosophila melanogaster",0.120058946849625,1983,0.0361413442495651
"4365","FBgn0030840","CG12993","p-cup","FBtr0074437",1875,"Drosophila melanogaster",0,1984,0
"4366","FBgn0040877","CG12994","CG12994","FBtr0074438",1165,"Drosophila melanogaster",0,1985,0
"4367","FBgn0030826","CG12995","CG12995","FBtr0074402",630,"Drosophila melanogaster",0,1986,0
"4368","FBgn0030829","CG12998","CG12998","FBtr0074394",612,"Drosophila melanogaster",-0.501668096467519,1987,-0.151017144904374
"4369","FBgn0030829","CG12998","CG12998","FBtr0346183",1121,"Drosophila melanogaster",0.371514623645256,1987,0.111837045545037
"4370","FBgn0030807","CG13000","CG13000","FBtr0074416",508,"Drosophila melanogaster",0,1988,0
"4371","FBgn0030806","CG13001","CG13001","FBtr0074417",1786,"Drosophila melanogaster",0,1989,0
"4372","FBgn0030804","CG13002","CG13002","FBtr0074343",639,"Drosophila melanogaster",0,1990,0
"4373","FBgn0030798","CG13003","CG13003","FBtr0074349",4925,"Drosophila melanogaster",-0.0794972374866951,1991,-0.023931053055918
"4374","FBgn0030798","CG13003","CG13003","FBtr0300431",5461,"Drosophila melanogaster",0.0695441947564674,1991,0.020934888645995
"4375","FBgn0030798","CG13003","CG13003","FBtr0331739",5226,"Drosophila melanogaster",0.00608616260222483,1991,0.00183211750175838
"4376","FBgn0030797","CG13004","CG13004","FBtr0074351",1392,"Drosophila melanogaster",-0.305878298765975,1992,-0.0920785429512279
"4377","FBgn0030797","CG13004","CG13004","FBtr0112996",2234,"Drosophila melanogaster",0.37659167586861,1992,0.113365390553819
"4378","FBgn0030797","CG13004","CG13004","FBtr0304152",936,"Drosophila melanogaster",-0.878457075031299,1992,-0.264441929487666
"4379","FBgn0030797","CG13004","CG13004","FBtr0308682",2321,"Drosophila melanogaster",0.431709012729778,1992,0.129957362230146
"4380","FBgn0030794","CG13005","CG13005","FBtr0074334",2027,"Drosophila melanogaster",0,1993,0
"4381","FBgn0030780","CG13008","CG13008","FBtr0074322",2996,"Drosophila melanogaster",0,1994,0
